CLM_NBR, CLM_BR_NBR_OLD, CLM_BR_NBR_NEW
387227732,  28417660, 27143666
387227729,  28417653, 27361106
387227738,  28417674, 26873767
387227771,  28417734, 28995677
387467573,  28774685, 28995911
387467617,  28774755, 28996113
387467609,  28774740, 28996263
387539758,  28875105, 28998018
387223577,  28409188, 28998433
387223555,  28409155, 28998456
387223569,  28409168, 28998487
387223593,  28409221, 28998466
387223585,  28409209, 28998489
387223596,  28409225, 28998496
387223613,  28409251, 28998587
387223602,  28409234, 28998698
387223606,  28409244, 28998721
387223599,  28409230, 28998724
387223611,  28409249, 28998777
387355754,  28610976, 29000562
387355750,  28648809, 29000409
387233617,  28429069, 29001668
387233710,  28494470, 26475220
387365577,  28648732, 26575909
387233714,  28429221, 26997068
387365565,  28648731, 26575702
387365600,  28628010, 29002616
387365621,  28628041, 26681559
387365613,  28628030, 26765309
387365775,  28628204, 29003106
387218716,  28399443, 29003943
387228758,  28419541, 29005256
387228766,  28419562, 29005264
387361588,  28622530, 26759126
387625593,          , 29005429
387361787,  28622834, 29005602
387479603,  28790951, 29005625
387625618,          , 29005612
387625619,          , 29005613
387625620,          , 29005643
387625634,          , 29005815
387625662,          , 29006004
387625663,          , 29006066
387625675,          , 29006125
387625687,          , 29006277
387625698,          , 29006436
387625705,          , 29006505
387625706,          , 29006524
387625716,          , 29006597
387273553,  28491226, 28220174
387200590,  28359853, 29007248
387273570,  28491230, 28295849
387273574,  28491232, 28202120
387273578,  28491236, 27635849
387200599,  28359871, 29007299
387273577,  28491235, 28259722
387273593,  28491249, 28289633
387273583,  28491241, 29007371
387200606,  28359884, 29007412
387200615,  28359901, 29007471
387273571,  22900732, 29007451
387200601,  28359873, 29007439
387200621,  28359921, 29007476
387200623,  28359925, 29007499
387200622,  28359923, 29007538
387200625,  28359928, 29007673
387617704,  28952822, 29010110
387619552,  28825598, 29010108
387619551,  28954347, 29010112
387366754,  28957437, 29010113
387625726,  29006714, 29010121
387267710,  28486863, 29010474
386026683,  26674485, 29010553
386014727,  26462692, 29010563
386018631,  26654923, 29010590
386018600,  26654894, 29010589
386024700,  26666667, 29010614
387233554,  28494711, 29010621
387273607,  28491258, 27800427
387273610,  28491259, 27506898
387233560,  28428934, 29010641
387233577,  28428973, 29010651
387233568,  28428953, 29010659
387233597,  28429022, 29010668
387233581,  28428980, 29010661
387233574,  28428964, 29010675
387200725,  28360144, 29010676
387200745,  28360187, 29010679
387200724,  28360143, 29010684
387233598,  28429023, 29010687
387200734,  28360158, 29010682
387200770,  28360230, 29010695
387200772,  28360234, 27966676
387200779,  28360254, 29010705
387200781,  27695209, 27694233
386022751,  26662644, 29010703
387200783,  28360257, 29010715
387200787,  28360262, 29010718
386015701,  26640416, 29010733
386015692,  26640521, 29010728
386015693,  26640495, 29010727
387273732,  28491346, 25825089
387273724,  28491340, 29010739
387273724,  29010739, 29010745
387273734,  28491348, 25447715
387273755,  28491363, 26195834
387273733,  28491347, 25885977
387273736,  28491349, 25902158
387273782,  28491384, 29010777
387273774,  28491378, 26485636
387233601,  28429029, 29010774
387273789,  28491391, 27219968
387273786,  28491388, 26348246
387233604,  28429041, 29010779
387363594,  28625309, 29010964
387241772,  28444812, 29010824
387363591,  28625297, 29010976
387363586,  28625292, 29010983
387241573,  28444416, 29011017
387302565,  28497606, 29010989
385872669,  26463908, 29011033
387241597,  28444471, 29011112
387199552,  28357916, 29011260
387199569,  28357938, 29011280
387199572,  28357942, 29011283
387199575,  28357946, 29011290
387199578,  28357955, 29011310
387199582,  28357962, 29011312
387199592,  28357977, 29011348
387207714,  28376489, 29011372
387199606,  28358008, 29011389
387207728,  28376526, 29011385
387199611,  28358014, 29011403
387241626,  28444530, 29011397
387207732,  28376533, 29011426
387241622,  28444517, 29011406
387199620,  28358028, 26314393
387207738,  28376541, 29011432
387207752,  28376553, 29011477
387207748,  28376549, 29011473
387207744,  28376545, 29011453
387199560,  28357924, 29011522
387207768,  28376586, 29011525
387241616,  28444509, 29011521
387199601,  28357995, 29011527
387199567,  28357935, 29011548
387199628,  28358040, 29011559
387199629,  28358042, 29011571
387199550,  28357914, 25558481
387199623,  28358032, 29011576
387207767,  28376582, 29011581
387207785,  28376603, 29011600
387207779,  28376597, 29011613
387207786,  28376607, 29011610
387207784,  28376602, 29011633
387199717,  28358199, 29011708
387199722,  28358217, 29011724
387199723,  28358220, 29011723
387199726,  28358222, 29011746
387199729,  28358228, 29011745
387199751,  28358255, 29011758
387199744,  28358245, 29011761
387199754,  28358257, 29011772
387199737,  28358232, 29011770
387199753,  28358256, 29011768
387199759,  28358263, 29011791
387199768,  28358274, 29011797
387199764,  28358270, 29011795
387199719,  28358202, 29011801
387199776,  28358283, 29011805
387199779,  28358295, 29011807
387199781,  28358298, 29011816
387199783,  28358302, 29011828
387199785,  28358304, 29011822
387199789,  28358309, 29011831
387199786,  28358307, 29011834
387241718,  28444709, 29011982
387241726,  28444723, 29012053
387234718,  28267736, 29012005
387241711,  28444691, 29011983
387241732,  28444739, 29012118
387241738,  28444754, 29012113
387241769,  28444803, 29012223
387241574,  28444426, 29012289
387241773,  28444813, 29012281
387267557,  28486701, 29012512
387267593,  28474873, 29012581
387213765,  28390238, 29012635
387213771,  28390249, 29012647
387267593,  29012581, 29012642
387267590,  28486731, 29012643
387213778,  28390268, 29012694
387213782,  28390280, 29012686
387213789,  28390307, 29012740
387449721,  28743811, 29012824
387213787,  28390297, 29012801
387449778,  28743948, 29012901
387449771,  28743929, 29012919
387268559,  28487645, 29012980
387268551,  28487637, 28219091
387268561,  28487647, 29013004
387268566,  28487650, 28149033
387268592,  28487673, 28183455
387268568,  28313268, 29013003
387268608,  28487683, 28136025
387268621,  28487694, 28183811
387268623,  28487698, 28183643
387268625,  28487701, 27615280
387268719,  28487788, 28112846
387268629,  22178887, 29013200
387352583,  28605508, 29013375
387352574,  28605474, 29013351
387268721,  28487790, 28240140
387268764,  28487842, 28221734
387268746,  28487823, 28244157
387268738,  28487805, 28238529
387268769,  28487850, 28196206
387268760,  28487836, 28268955
387268773,  28487852, 27682129
387268784,  28487856, 28215861
387268786,  28487859, 28157097
387268779,  28487855, 28280744
387268729,  28487798, 28222318
387352601,  28605567, 28150620
387352623,  28605629, 28153797
387352617,  28605620, 28153839
387352628,  28605639, 28309463
387352615,  28605611, 28153908
387267616,  28486757, 29013623
387267619,  28486760, 29013644
387267604,  28486747, 29013663
387267629,  28486768, 29013721
387460560,  28762582, 29013809
387267626,  28486767, 29013732
387460579,  28762608, 29013952
387460596,  28762637, 29014003
387459552,  28761118, 29014004
387459618,  28761219, 29014091
387460608,  28762661, 27922044
387459620,  28761221, 29014181
387459720,  28761372, 29014240
387459736,  28761402, 29014277
387459763,  28761438, 27770915
387460760,  26461716, 29014340
387459788,  28761471, 29014360
387230580,  28414683, 29014385
387456556,  28755919, 29015064
387278748,  28493196, 28034575
387278761,  28493197, 28079442
387278772,  28493202, 28230878
387278763,  28493199, 28238469
387278789,  28493206, 28184041
387278784,  28493204, 28258436
387456561,  28755925, 29015353
387456569,  28755948, 29015764
387215572,  28393693, 29015950
387215564,  28393672, 29015946
387215627,  28393776, 29015969
387215596,  28393719, 29015977
387215715,  28393934, 29016662
386031694,  26499397, 29016695
387215718,  28393936, 29016691
387215716,  28393935, 29016701
387215730,  28393958, 29016723
387215736,  28393972, 29016754
387215756,  28394012, 29016799
387215750,  28394003, 27327294
387215758,  28394015, 29016817
387215723,  28393948, 29016816
387215760,  28394016, 29016836
387215765,  28394024, 29016872
387215773,  28394041, 29016913
387215779,  28394056, 29016953
387215781,  28394059, 29016996
387215780,  28394058, 29017101
387215784,  28394072, 29017069
387239740,  27242860, 27241749
386109552,  26822748, 29017152
386109551,  26426979, 29017161
387458569,  28759623, 24069205
387199573,  28357944, 29020920
387302552,  28497597, 29020472
387302555,  28497600, 29021710
387449566,  27590308, 29022927
387215731,  28393961, 29023547
386085613,  29023632, 29023728
386085613,  25999995, 29023632
386204783,  26953511, 29024278
386204774,  26953488, 29024274
387475731,  23641683, 29024413
386204782,  26953500, 29024518
386084574,  26571342, 29025038
386084570,  26671090, 29025034
386084564,  26666248, 29024988
386120634,  26637793, 29024790
387407592,  28651167, 29024724
386084582,  26495251, 29025075
386084565,  26664708, 29025198
386084578,  26443213, 29025143
386084590,  26628124, 29025135
387213785,  28390295, 29025362
386120710,  26417180, 29025401
386120776,  26377501, 29025725
386120747,  26644486, 29025714
386215644,  26969569, 29026449
386215561,  26969463, 29025976
386120783,  26829084, 29025876
386215610,  26969525, 29026722
386215625,  26969549, 29026543
386084759,  26660452, 29027016
387479616,  28790972, 29027117
386084771,  26470717, 29027105
386215625,  29026543, 29027023
386046492,  26613600, 29027189
386084764,  26443147, 29027156
386046484,  26829015, 29027171
386083480,  26656104, 29027211
386084784,  26636713, 29027195
386084770,  26438526, 29027305
386083486,  26469166, 29027304
386083492,  26671860, 29027407
386083483,  26451958, 29027408
386083487,  26673687, 29027326
386215738,  26969694, 29027444
386215771,  26969740, 29027567
386215749,  26969707, 29027519
387376626,  28641600, 29027649
386215777,  26969744, 29027820
386083580,  26672607, 29028695
386083579,  26670967, 29028840
386083572,  26665280, 29028784
386214568,  26968150, 29029222
386214563,  26968141, 29029263
386214573,  26968156, 29029417
386083679,  26638991, 29029818
387479784,  28835872, 29029864
386214660,  26968262, 29030276
386083628,  26786023, 29030208
386214639,  26968233, 29030177
386214636,  26968229, 29030119
386202694,  26950041, 29030422
386202663,  26949999, 29030385
386083696,  26786199, 29030363
386046759,  26177725, 29031221
386046742,  26012190, 29031073
387284606,  27871789, 29031849
386046771,  25739515, 29031265
386202739,  26950127, 29032018
386083771,  26419035, 29032027
386202718,  26950089, 29032056
386202725,  26950100, 29024061
386083781,  26556579, 29032097
386202734,  26950114, 29031990
386202768,  26950175, 29032310
386083782,  29032116, 29032263
386214734,  26968365, 29032135
386083782,  26251841, 29032116
386202774,  26950188, 29032395
386214769,  26968404, 29032453
386202787,  26950214, 29023672
386214764,  26968394, 29032615
386046771,  29031265, 29032576
386202765,  26950168, 29032817
386202704,  26950066, 29032970
386214789,  26968428, 29033108
386214722,  26968336, 29032971
387364563,  28989649, 29033192
387569580,  28896153, 29034064
387628551,  27437876, 29035290
387628550,  27291612, 29035286
387628562,  27666154, 29035309
387628561,  26417679, 29035308
387628560,  27151286, 29035306
387628559,  25753615, 29035304
387628558,  27331930, 29035303
387628557,  27491895, 29035300
387628556,  27591187, 29035301
387628555,  27492724, 29035299
387628554,  27166254, 29035297
387628553,  26587172, 29035295
387628552,  24886384, 29035292
387628563,  27575913, 29035312
387628582,  26748349, 29035357
387628581,  27651348, 29035355
387628580,  28485893, 29035354
387628579,  24802214, 29035350
387628578,  25988344, 29035348
387628577,  27081084, 29035344
387628576,  27661642, 29035342
387628575,  27701556, 29035340
387628574,  27663925, 29035337
387628573,  27426939, 29035329
387628572,  27364564, 29035328
387628564,  27521450, 29035313
387628571,  27335448, 29035326
387628570,  27651543, 29035325
387628569,  26569574, 29035323
387628568,  27048710, 29035322
387628567,  27566642, 29035320
387628566,  27588126, 29035318
387628565,  27667041, 29035316
387628587,  24501271, 29035365
387628583,  27316712, 29035359
387628584,  27208234, 29035360
387628585,  27616321, 29035361
387628592,  27639384, 29035375
387628586,  27624502, 29035363
387628591,  27492898, 29035373
387628590,  27577328, 29035368
387628589,  26747026, 29035364
387628588,  27587130, 29035366
387628593,  26650793, 29035379
387628594,  24920653, 29035381
387628595,  27163113, 29035382
387628596,  26382091, 29035384
387628597,  27499812, 29035385
387628598,  27544074, 29035387
387628599,  26428508, 29035389
387628605,  26608019, 29035400
387628632,  27383426, 29035455
387628631,  27195871, 29035452
387628600,  27187092, 29035391
387628601,  27149442, 29035392
387628630,  27588650, 29035451
387628629,  27621950, 29035450
387628628,  27195213, 29035449
387628627,  26204304, 29035446
387628603,  27414731, 29035394
387628626,  26935241, 29035447
387628625,  25737987, 29035443
387628624,  27563937, 29035442
387628623,  27151927, 29035440
387628622,  26859653, 29035439
387628621,  26694885, 29035437
387628620,  25398096, 29035436
387628619,  27045662, 29035433
387628618,  27949840, 29035431
387628617,  26531779, 29035428
387628616,  25544446, 29035427
387628615,  25735374, 29035423
387628614,  27074277, 29035421
387628613,  27159669, 29035412
387628612,  27001271, 29035410
387628602,  26470963, 29035393
387628604,  27132809, 29035398
387628611,  27541390, 29035409
387628610,  26233476, 29035407
387628609,  27541470, 29035406
387628608,  27196544, 29035403
387628607,  27083149, 29035404
387628606,  26876972, 29035401
387628637,  27502590, 29035467
387628633,  27499685, 29035459
387628635,  27584382, 29035462
387628699,  27348009, 29035594
387628698,  26699252, 29035593
387628697,  27471992, 29035589
387628696,  27537387, 29035588
387628695,  27139078, 29035586
387628694,  27471147, 29035584
387628693,  27318307, 29035575
387628692,  27098430, 29035574
387628691,  27168555, 29035573
387628690,  27448173, 29035571
387628689,  27320729, 29035570
387628634,  27419676, 29035461
387628636,  27658558, 29035463
387628688,  26530299, 29035569
387628687,  27132808, 29035567
387628686,  27023532, 29035565
387628685,  26201906, 29035563
387628684,  26487227, 29035560
387628683,  26954007, 29035561
387628682,  26531135, 29035558
387628680,  27415702, 29035557
387628648,  27562804, 29035487
387628647,  27578748, 29035490
387628646,  27546339, 29035486
387628645,  27051167, 29035483
387628644,  27475934, 29035481
387628643,  25290003, 29035479
387628642,  27666640, 29035478
387628641,  26350717, 29035477
387628640,  27562893, 29035476
387628639,  27648078, 29035470
387628638,  26116560, 29035468
387628649,  28389249, 29035489
387628650,  24243638, 29035493
387628651,  26738121, 29035495
387628652,  27574294, 29035497
387628653,  24345017, 29035496
387628654,  27555500, 29035508
387628655,  26106083, 29035509
387628657,  25380239, 29035511
387628681,  27217081, 29035556
387628679,  26671847, 29035555
387628678,  27679660, 29035553
387628677,  26715062, 29035552
387628676,  27522090, 29035551
387628675,  27381726, 29035550
387628674,  26742537, 29035548
387628673,  27260767, 29035544
387628672,  26426590, 29035543
387628671,  26243285, 29035540
387628670,  26739333, 29035534
387628669,  26243418, 29035535
387628668,  26747409, 29035532
387628667,  27260881, 29035530
387628665,  26416111, 29035528
387628666,  27392995, 29035527
387628656,  27443288, 29035510
387628664,  27315729, 29035526
387628663,  27214978, 29035525
387628662,  27660868, 29035522
387628661,  26904696, 29035519
387628660,  27586362, 29035518
387628659,  26928812, 29035513
387628658,  27661440, 29035514
387628700,  27550098, 29035598
387628701,  27427292, 29035599
387628702,  27539752, 29035600
387628703,  27477661, 29035602
387628704,  27158310, 29035603
387628705,  27625250, 29035604
387628750,  27980390, 29035711
387628749,  27498351, 29035708
387628747,  27484032, 29035706
387628746,  27612634, 29035705
387628745,  27502675, 29035703
387628744,  27563046, 29035701
387628743,  27520692, 29035697
387628742,  26839718, 29035696
387628706,  27322316, 29035607
387628741,  27219710, 29035692
387628740,  27561817, 29035691
387628739,  26781397, 29035681
387628720,  28013028, 29035638
387628719,  27156988, 29035634
387628718,  27637216, 29035632
387628717,  27382336, 29035631
387628716,  27571755, 29035629
387628715,  28119705, 29035628
387628714,  27546362, 29035627
387628713,  27167013, 29035626
387628712,  27686913, 29035621
387628711,  27524923, 29035618
387628710,  27549634, 29035614
387628709,  27585872, 29035610
387628708,  26473348, 29035609
387628707,  27701703, 29035608
387628748,  27485908, 29035707
387628738,  27021916, 29035682
387628721,  27722400, 29035637
387628737,  27663844, 29035676
387628736,  27621156, 29035674
387628735,  27410049, 29035673
387628734,  26022711, 29035672
387628733,  27901898, 29035660
387628732,  27303348, 29035661
387628731,  27532875, 29035657
387628730,  27295867, 29035656
387628729,  26637167, 29035653
387628728,  27474863, 29035652
387628727,  27289654, 29035651
387628726,  27911703, 29035650
387628725,  28228468, 29035647
387628724,  27403887, 29035646
387628723,  27392653, 29035644
387628722,  27106849, 29035640
387628751,  27283175, 29035717
387628764,  27660743, 29035742
387628763,  26213933, 29035741
387628762,  27700606, 29035735
387628761,  26685314, 29035734
387628760,  26284683, 29035733
387628759,  27690835, 29035732
387628758,  27471338, 29035731
387628757,  27627541, 29035730
387628756,  28273725, 29035726
387628755,  27422050, 29035727
387628754,  28059569, 29035724
387628753,  27462175, 29035723
387628752,  26598477, 29035720
387628766,  27615516, 29035747
387628780,  27706026, 29035781
387628779,  27616079, 29035779
387628778,  27361573, 29035778
387628777,  27229845, 29035772
387628776,  27477527, 29035775
387628775,  27342664, 29035773
387628774,  25453073, 29035771
387628773,  27009013, 29035759
387628772,  28649899, 29035758
387628771,  26691564, 29035756
387628770,  27234900, 29035755
387628769,  27565057, 29035751
387628768,  27565916, 29035752
387628765,  27274760, 29035744
387628767,  27622323, 29035749
387628781,  26696360, 29035780
387628783,  26265859, 29035787
387628789,  27656850, 29035799
387628788,  27572960, 29035797
387628787,  27481468, 29035796
387628786,  27506475, 29035795
387628785,  27663178, 29035794
387628784,  27233101, 29035790
387628782,  25235184, 29035788
386201586,  26948159, 29036061
386201583,  26948148, 29035880
386201557,  26948103, 29035863
386201599,  26948181, 29036141
386201572,  26948126, 29036179
386201580,  26948143, 29036315
386201575,  26948134, 29036390
386201561,  26948109, 29036354
386201588,  26948164, 29037220
387629550,  26704997, 29037374
387629569,  28674930, 29037554
387629568,  28499343, 29037550
387629567,  28261560, 29037548
387629566,  26860424, 29037547
387629565,  28383129, 29037546
387629564,  27246924, 29037545
387629563,  27584776, 29037542
387629562,  27723306, 29037541
387629561,  28838004, 29037536
387629560,  28524443, 29037533
387629559,  28785354, 29037526
387629558,  28438660, 29037525
387629557,  27500887, 29037522
387629556,  28511219, 29037521
387629554,  27749727, 29037517
387629555,  28837936, 29037518
387629553,  27252419, 29037512
387629552,  27358415, 29037509
387629551,  27955793, 29037508
387629576,  28732540, 29037574
387629611,  26131583, 29037645
387629610,  25405284, 29037644
387629609,  28225654, 29037639
387629607,  26965789, 29037638
387629570,  28208874, 29037556
387629571,  28069157, 29037559
387629572,  28653943, 29037563
387629573,  28838946, 29037566
387629606,  28247610, 29037633
387629605,  28576014, 29037631
387629575,  28336960, 29037567
387629604,  25708971, 29037632
387629603,  26339672, 29037630
387629574,  28118410, 29037568
387629602,  28395485, 29037627
387629601,  28519281, 29037626
387629600,  27825706, 29037625
387629599,  28839989, 29037622
387629598,  28484244, 29037619
387629597,  28236454, 29037618
387629596,  27807022, 29037613
387629595,  28768092, 29037610
387629594,  26881732, 29037607
387629593,  28839369, 29037602
387629592,  28027526, 29037599
387629591,  27949531, 29037598
387629590,  28836171, 29037597
387629589,  28839309, 29037595
387629588,  28585625, 29037594
387629587,  27998170, 29037593
387629586,  27617833, 29037592
387629585,  28093950, 29037588
387629584,  28777289, 29037587
387629583,  26893127, 29037583
387629582,  28651083, 29037584
387629581,  28383889, 29037580
387629580,  28713699, 29037579
387629579,  28733784, 29037578
387629578,  27327314, 29037577
387629577,  27940124, 29037575
387629608,  27417001, 29037637
387629624,  24833901, 29037674
387629623,  26503683, 29037672
387629622,  26775394, 29037671
387629621,  26842521, 29037668
387629620,  27145865, 29037667
387629619,  27090397, 29037666
387629618,  26857685, 29037662
387629617,  26563303, 29037661
387629616,  26735636, 29037660
387629615,  26848589, 29037655
387629614,  26404585, 29037653
387629613,  26789653, 29037652
387629612,  28090683, 29037650
387629635,  26723614, 29037702
387629625,  28578585, 29037678
387629626,  28722051, 29037680
387629627,  26890875, 29037681
387629628,  27099340, 29037683
387629629,  26892081, 29037684
387629661,  27720895, 29037760
387629660,  27882209, 29037758
387629630,  26838614, 29037685
387629659,  28685580, 29037757
387629658,  26806621, 29037756
387629657,  28615457, 29037754
387629631,  26137890, 29037691
387629632,  26369616, 29037690
387629656,  25986659, 29037753
387629655,  26373774, 29037749
387629654,  27568139, 29037748
387629653,  27540644, 29037746
387629652,  27487074, 29037745
387629633,  27108955, 29037693
387629651,  27959063, 29037742
387629650,  27808067, 29037740
387629649,  28827639, 29037739
387629648,  27956230, 29037736
387629647,  27747718, 29037733
387629646,  27841690, 29037722
387629645,  28568503, 29037731
387629644,  27075916, 29037729
387629643,  28214758, 29037728
387629642,  26455211, 29037726
387629641,  28819262, 29037724
387629640,  28195203, 29037720
387629639,  27231396, 29037714
387629638,  27150234, 29037713
387629637,  27937339, 29037705
387629636,  28016640, 29037707
387629634,  26142595, 29037699
387629662,  27630010, 29037759
387629663,  27998599, 29037761
387629664,  26589094, 29037764
387629676,  28599306, 29037789
387629665,  27953939, 29037766
387629666,  28124587, 29037768
387629667,  27778162, 29037769
387629668,  28028616, 29037773
387629669,  28827447, 29037772
387629670,  28194310, 29037777
387629671,  28525926, 29037778
387629672,  27827604, 29037782
387629673,  28203874, 29037784
387629674,  27686452, 29037787
387629675,  28823664, 29037788
387452560,  28748929, 27215538
387629692,  28706924, 29037821
387629677,  27515255, 29037791
387629691,  27254071, 29037819
387629678,  27463709, 29037793
387629679,  28746424, 29037796
387629690,  27285397, 29037818
387629689,  27214767, 29037815
387629688,  27544390, 29037813
387629687,  26891830, 29037810
387629686,  28230734, 29037808
387629685,  25309115, 29037806
387629680,  27511102, 29037798
387629684,  28506436, 29037804
387629683,  27070698, 29037792
387629682,  26925420, 29037801
387629681,  27873415, 29037790
387629716,  27868066, 29037890
387629715,  27796120, 29037888
387629714,  27970963, 29037887
387629713,  27739269, 29037886
387629712,  27591378, 29037883
387629711,  27518805, 29037880
387629710,  27787280, 29037879
387629709,  27866344, 29037877
387629708,  28202086, 29037876
387629707,  26078559, 29037871
387629706,  28302888, 29037867
387629705,  27820102, 29037864
387629704,  27779967, 29037861
387629703,  27964061, 29037855
387629702,  26744994, 29037854
387629701,  27808496, 29037853
387629700,  27160003, 29037847
387629699,  27305445, 29037845
387629698,  26151789, 29037844
387629697,  27066679, 29037841
387629696,  26863202, 29037838
387629695,  28214820, 29037835
387629694,  27372398, 29037827
387629693,  26692495, 29037824
387629717,  26907566, 29037893
387629718,  27649170, 29037894
387629733,  27723942, 29037928
387629719,  28410701, 29037895
387629722,  27653396, 29037903
387629720,  27936757, 29037896
387629745,  27908014, 29037950
387629744,  28028211, 29037949
387629743,  28083426, 29037948
387629721,  27817415, 29037900
387629742,  28246769, 29037946
387629741,  28241873, 29037944
387629740,  25880789, 29037943
387629723,  27658738, 29037906
387629724,  27658178, 29037907
387629739,  27930512, 29037941
387629738,  27995325, 29037939
387629737,  27838835, 29037938
387629725,  27058112, 29037911
387629728,  27272698, 29037899
387629726,  27795947, 29037909
387629727,  28193258, 29037914
387629731,  28027991, 29037922
387629729,  27786169, 29037917
387629736,  27959463, 29037935
387629730,  28173546, 29037916
387629732,  25481339, 29037920
387629735,  25440549, 29037932
387629734,  27920292, 29037929
387629746,  28080939, 29037952
387629747,  27935113, 29037955
387629750,  28151920, 29037963
387629748,  28311268, 29037956
387629749,  27454369, 29037962
387629751,  28274019, 29037965
387629752,  28081714, 29037971
387629753,  28080531, 29037977
387629769,  12516332, 28780111
387629768,  28418542, 29038012
387629767,  26490655, 29037998
387629766,  27843236, 29038011
387629765,  27446021, 29038007
387629764,  27851415, 29038006
387629763,  28279210, 29038001
387629762,  25385827, 29037997
387629761,  27248482, 29037995
387629754,  28287349, 29037979
387629760,  25148625, 29037994
387629759,  24370216, 29037992
387629758,  26824758, 29037988
387629757,  27595101, 29037989
387629755,  28387418, 29037984
387629756,  27444411, 29037985
387629770,  28138603, 29038015
387629771,  26417466, 29038016
387629776,  26328766, 29038027
387629775,  25574987, 29038025
387629774,  26902919, 29038022
387629773,  28470927, 29038020
387629772,  27358128, 29038019
387629777,  28160047, 29038028
387629778,  27227102, 29038032
387629779,  27926472, 29038031
387629780,  27570089, 29038037
387629781,  27921433, 29038040
387629789,  27890491, 29038055
387629788,  27675883, 29038054
387629787,  28437376, 29038053
387629782,  28170040, 29038044
387629783,  27197075, 29038046
387629786,  26712425, 29038052
387629785,  27322428, 29038051
387629784,  28741030, 29038050
387629769,  28780111, 29038088
386201605,  26948187, 29039260
386201603,  26948185, 29039333
386201604,  26948186, 29039366
386201618,  26948209, 29039510
386201621,  26948215, 29039590
386201620,  26948210, 29039639
386201630,  26948240, 29039715
386201622,  26948219, 29039730
386201605,  29039260, 29039876
386201634,  26948241, 29040005
386201643,  26948253, 29040089
386201617,  26948205, 29040079
386201646,  26948261, 29040230
386201636,  26948244, 29040221
386201639,  26948248, 29040318
386201657,  26948279, 29040290
386201650,  26948263, 29040167
386201638,  26948247, 29040331
386201652,  26948272, 29040394
386201672,  26948304, 29040410
386201608,  26948188, 29040268
386201658,  26948282, 29040467
386201661,  26948286, 29040434
386201652,  29040394, 29040606
386201680,  26948320, 29040598
386201682,  26948324, 29040651
386201671,  26948302, 29040689
386201689,  26948338, 29040641
386201655,  26948276, 29040863
386201688,  26948336, 29040756
386201692,  26948339, 29040950
387624618,  28995039, 29040518
386201673,  26948308, 29041246
386201629,  26948235, 29041479
386045700,  26696550, 29041533
387223602,  28998698, 29042193
387229555,  28963476, 29042493
386201723,  26948398, 29042747
386201700,  26948354, 29042703
386201709,  26948373, 29042793
386201706,  26948370, 29042826
386201711,  26948375, 29042967
386201730,  26948413, 29043023
386201781,  26948506, 29043200
386201760,  26948461, 29043147
386201751,  26948439, 29043295
386201770,  26948486, 29043232
386201735,  26948420, 29043134
386201767,  26948477, 29043348
386201748,  26948434, 29043473
386201736,  24342387, 29043591
386201701,  26948362, 29044027
386128650,  26152356, 29043924
386128635,  26152001, 29043782
386128640,  26829727, 29044290
386128678,  26614889, 29044074
386128639,  26480045, 29044226
386128649,  26311940, 29044826
386128657,  26285758, 29044400
386201788,  26948522, 29044271
387550740,  28921285, 29045475
387630582,  28979564, 29045818
387630630,  28985212, 29045957
387630648,  28976677, 29045998
387630681,  28975844, 00000000
387630733,  28974306, 00000000
387630762,  28973475, 29046373
387630742,  19954274, 29045992
387630746,  28973381, 29046326
387630751,  28973823, 29046339
387630771,  28973475, 29046398
386200577,  26946397, 29046527
386200579,  26946402, 29046527
386200559,  26946362, 29046600
386200562,  26946370, 29046609
386200573,  26946394, 29046604
386128707,  26565095, 29046688
386200583,  26946412, 29046701
386200566,  26946378, 29046737
386200579,  29046527, 29046734
386200576,  26946395, 29046777
386128732,  26674514, 29046870
386128730,  26619946, 29046831
386128708,  26192093, 29046790
387468595,  27471273, 29046944
386128742,  26628057, 29046974
386044666,  26829059, 25901245
387631577,  28987820, 29048716
387631559,  28989188, 29048649
387631584,  28987904, 29048739
387631648,  28987673, 29048936
386200605,  26946471, 29049311
387631708,  28986022, 29049101
387631700,  28986022, 29049064
386200634,  26946518, 29050107
386200601,  26946457, 29049513
386200644,  26946538, 29050429
387632577,  29000788, 29050413
386200641,  26946531, 29050290
386200647,  26946545, 29050346
387632604,  29000579, 29050470
387632788,          , 26810555
386200627,  26946508, 29050422
386200664,  26946573, 29050676
386200671,  26946584, 29050789
386200688,  26946613, 29050890
386200674,  26946587, 29051070
386200679,  26946602, 29051319
387633787,          , 29051797
387634714,          , 29053236
387634778,  29011450, 29053403
387634770,          , 29053274
387634766,  29011263, 29053395
386200710,  26946659, 29053941
386200718,  26946683, 29054069
386200755,  26946744, 29054105
386200728,  26946700, 29054130
386200743,  26946730, 29054136
387635554,  29012776, 29054451
386200748,  26946737, 29054240
386200779,  26946767, 29054257
386200756,  26946748, 29054459
386200768,  26946759, 29054503
386200783,  26946770, 29054546
387635654,          , 29054504
387635765,  29014178, 29054754
387635772,  25159897, 29053796
387635787,  29014502, 29054787
386200706,  26946649, 29054876
386139689,  26456152, 29055361
387636579,  20682608, 29055761
387636641,          , 29055846
387637551,  25178200, 29057194
387637566,  28413416, 29057223
387637630,  27908822, 29057296
387637771,          , 29057289
387637787,  24908293, 29057450
387637787,  29057450, 29057700
386127762,  26410992, 29057937
386127772,  26634413, 29057969
386127763,  26487646, 29058059
387638757,          , 29058852
