CLM_NBR, CLM_BR_NBR_OLD, CLM_BR_NBR_NEW
387603475,  27301466, 28952169
386101300,  24772471, 28952382
387079463,  28168861, 28952484
387541525,  24855424, 28952689
387540409,  25753281, 28952692
387541478,  26154393, 28952695
387540537,  26506784, 28952702
385986421,  26342029, 28952698
387517454,  26889602, 28952712
387540453,  26986935, 28952716
387540443,  26996339, 28952719
387540502,  27075985, 28952727
387520396,  27014305, 28952722
387540509,  27067949, 28952726
387540522,  27084302, 28952728
387544459,  27134957, 28952734
387540529,  27134475, 28952733
387590413,  27100748, 28952731
387540524,  27084755, 28952730
387540424,  27135084, 28952735
387540470,  27240080, 28952737
387520445,  27363068, 28952739
387540411,  27566915, 28952750
387540465,  27649189, 28952752
387540473,  27649654, 28952753
387540423,  27785272, 28952756
387540436,  27765503, 28952755
387540495,  27849883, 28952758
387540515,  27963204, 28952760
387540512,  27947385, 28952759
387519477,  28802165, 28952779
387586530,  28755802, 28952774
387540476,  27967919, 28952761
387519484,  28802165, 28952780
387550437,  28920928, 28952786
386102377,  28927663, 28952787
386101315,  26814233, 28953751
387348464,  28598463, 28954098
386101331,  26814262, 22581500
387619440,          , 28954210
386101351,  26814292, 24396847
387356406,  28612009, 28954366
387356422,  28612026, 28954384
387356428,  28648763, 28954391
387356415,  28612019, 28954382
387356434,  28648746, 28954395
387356427,  28612032, 28954411
387356425,  26905427, 28954413
387356432,  28648722, 28954418
387356449,  28612078, 26682747
386101382,  26814333, 28954450
387356478,  28612115, 28954486
387356447,  28612076, 28954485
387356472,  28648735, 28954475
387356469,  28648764, 28954504
387356491,  28612136, 28954525
387356494,  28612141, 28954550
387356495,  28612147, 26930298
387356488,  28612126, 28954585
387356497,  28612149, 28954601
387356496,  28612145, 28954633
387356507,  28612163, 28954763
386101405,  26814353, 28954817
387356511,  27136880, 28954805
387349410,  28600201, 28954816
387356530,  28648737, 28954818
387356510,  28648707, 28954824
387356518,  28612180, 28954856
387356536,  28648753, 28954855
387356517,  28612176, 28954857
387356539,  28612210, 28954867
387452462,  28748744, 28954913
386101430,  26814381, 28954903
387356533,  28612203, 28954954
386101443,  26814397, 28954979
387356520,  28648736, 28954986
386101445,  26814399, 28954993
387102407,  28228314, 27832881
386101451,  26814403, 28955066
387102412,  28228317, 28018194
386101451,  28955066, 28955127
387151391,  28317614, 28955109
387102427,  28228349, 27973392
387102413,  28228320, 28009500
387102414,  28228322, 27868209
387102434,  28228355, 27828605
387102424,  28228347, 27975920
387151410,  28317629, 28955217
387451438,  28747021, 28955237
386101457,  26814415, 28955223
387102462,  28228408, 28955252
387151451,  28317653, 28035819
387151403,  28317624, 28955258
387151411,  28317630, 28955283
387151452,  28317654, 28955291
386101464,  26814425, 28955281
387151457,  28317656, 28129814
387151459,  28317657, 27988357
387151441,  28321224, 28014528
387151466,  28317663, 28102614
387151467,  28317666, 28040410
387151461,  28317660, 28955336
387151464,  28317661, 28955351
387151434,  28317643, 28955361
387151419,  28317631, 28034952
386101464,  28955281, 28955413
387102408,  28228316, 27868685
387151426,  24471497, 28955528
386100160,  26812724, 28955868
387458524,  28759555, 28955939
387102401,  28228298, 28052728
387458461,  28759435, 28956100
387458461,  28956100, 28956137
387458461,  28956137, 28956100
387458536,  28759574, 28956224
386100165,  26812730, 24082093
386100204,  26812800, 28956864
386100208,  26812804, 28956910
387366434,  28628950, 28956921
386100206,  26812801, 28956940
387449425,  28743262, 28956961
387366533,  28629042, 28957073
386100214,  26812812, 28957124
387366545,  28629051, 28957192
387366501,  28629014, 28957213
387452455,  28748732, 28957514
387161449,  27171810, 28957449
385986245,  26153700, 28957584
386100239,  26812856, 28957605
385986254,  26315067, 28957831
385986256,  26270918, 28957828
385986249,  26328832, 28957755
386100254,  26812878, 28957949
386100260,  26812892, 28958054
385986261,  25296772, 28958008
386100264,  26812898, 28958194
385986272,  26221148, 28958350
386100281,  26812923, 28958623
386100286,  26812937, 28958686
387146465,  28312879, 27751837
386100287,  26812940, 28958811
387146458,  28312873, 28959475
387620413,  28184480, 28959790
387620412,  27882873, 28959791
387620411,  27615136, 28959788
387620410,  27615223, 28959787
387620409,  27960112, 28959785
387620408,  27785806, 28959784
387620407,  27781245, 28959782
387620406,  27978547, 28959781
387620405,  28190583, 28959779
387620404,  27902092, 28959778
387620403,  27954577, 28959776
387620402,  27949189, 28959775
387620401,  28219622, 28959773
387620400,  27803681, 28959772
387620399,  27770922, 28959770
387620398,  27826163, 28959769
387620397,  28037977, 28959768
387620396,  27627809, 28959767
387620395,  27922468, 28959764
387620394,  27472299, 28959763
387620393,  28187418, 28959762
387620392,  28349252, 28959761
387620391,  27780863, 28959760
387620390,  26278219, 28959759
387620414,  25617143, 28959792
387620468,  28820222, 28959862
387620467,  26542028, 28959861
387620466,  27005241, 28959860
387620465,  27278737, 28959859
387620464,  28663954, 28959858
387620463,  28699019, 28959856
387620462,  28001144, 28959855
387620461,  28064646, 28959853
387620460,  27724923, 28959854
387620421,  27970035, 28959801
387620420,  27692913, 28959799
387620419,  27905948, 28959797
387620418,  27908020, 28959796
387620417,  27810591, 28959795
387620416,  28073604, 28959794
387620415,  27777184, 28959793
387620459,  27783043, 28959852
387620458,  28411535, 28959851
387620422,  28199369, 28959800
387620457,  27865690, 28959850
387620456,  27829629, 28959849
387620455,  28530595, 28959848
387620454,  27318614, 28959847
387620453,  27964292, 28959846
387620452,  27647473, 28959845
387620451,  27886051, 28959842
387620450,  28654898, 28959841
387620449,  28204420, 28959840
387620448,  26858438, 28959839
387620447,  27318377, 28959837
387620446,  28439024, 28959835
387620423,  27962649, 28959803
387620424,  28370553, 28959804
387620445,  26892801, 28959834
387620444,  28439168, 28959833
387620443,  28127026, 28959832
387620442,  26465453, 28959830
387620441,  27939658, 28959828
387620440,  28010148, 28959827
387620425,  27622959, 28959805
387620439,  28061071, 28959825
387620438,  28123108, 28959824
387620426,  27960233, 28959806
387620437,  27777934, 28959823
387620436,  28303710, 28959820
387620435,  28118144, 28959821
387620434,  26806511, 28959819
387620433,  27735862, 28959818
387620432,  28130180, 28959815
387620431,  27947919, 28959813
387620427,  26488358, 28959808
387620430,  27948354, 28959812
387620429,  27940150, 28959811
387620428,  27834802, 28959810
387620469,  26770341, 28959863
387620486,  27358869, 28959886
387620485,  28278043, 28959885
387620484,  26558716, 28959882
387620483,  27702801, 28959880
387620482,  27183333, 28959879
387620481,  27040411, 28959878
387620480,  25616639, 28959875
387620479,  27314916, 28959874
387620478,  27084303, 28959873
387620477,  27145299, 28959872
387620476,  27327925, 28959871
387620475,  27520365, 28959870
387620474,  26850344, 28959869
387620473,  25333008, 28959868
387620472,  25752265, 28959866
387620471,  27686146, 28959865
387620470,  27470451, 28959864
387620487,  27472888, 28959887
387620488,  27577275, 28959889
387620489,  27294303, 28959890
387620490,  27417085, 28959891
387620491,  27910324, 28959892
387620541,  27067300, 28959962
387620540,  27616722, 28959960
387620539,  27680213, 28959959
387620538,  27299336, 28959958
387620537,  26902690, 28959957
387620536,  27622187, 28959956
387620535,  27582374, 28959955
387620534,  27589328, 28959952
387620501,  27413592, 28959905
387620499,  27651361, 28959904
387620500,  27493265, 28959903
387620498,  27629181, 28959902
387620497,  27485791, 28959900
387620496,  26659625, 28959899
387620495,  27106441, 28959898
387620494,  26663296, 28959896
387620493,  27227381, 28959895
387620492,  27942477, 28959893
387620515,  27058850, 28959922
387620502,  26802161, 28959906
387620503,  27646231, 28959910
387620504,  27287438, 28959909
387620505,  26380615, 28959911
387620506,  26772188, 28959912
387620507,  26308974, 28959914
387620508,  27350560, 28959915
387620509,  26873409, 28959916
387620510,  27132079, 28959917
387620511,  27100194, 28959918
387620512,  26080973, 28959920
387620513,  26772341, 28959921
387620533,  27144828, 28959951
387620514,  27354529, 28959923
387620516,  26737252, 28959926
387620532,  27555697, 28959950
387620531,  27080140, 28959940
387620517,  27620443, 28959927
387620530,  27629198, 28959948
387620529,  27628909, 28959947
387620528,  27636388, 28959946
387620527,  26961742, 28959943
387620526,  28817727, 28959942
387620525,  26632680, 28959939
387620524,  27503825, 28959937
387620523,  27572557, 28959935
387620522,  26228999, 28959933
387620521,  27716038, 28959932
387620520,  27292114, 28959931
387620519,  26789203, 28959930
387620518,  28259328, 28959928
387620544,  27285120, 28959966
387620542,  27551536, 28959965
387620543,  26790726, 28959964
387620545,  26227851, 28959968
387620546,  26845128, 28959970
387620547,  27571580, 28959971
387620548,  26234211, 28959972
387620549,  27338766, 28959973
387146434,  28312856, 28073072
387621393,  28826080, 28961184
387621392,  28414443, 28961183
387621391,  28750271, 28961182
387621390,  27903883, 28961180
387621399,  27315088, 28961193
387621398,  27411525, 28961190
387621394,  24941918, 28961185
387621395,  28456650, 28961186
387621396,  28680617, 28961189
387621443,  27895941, 28961258
387621442,  28413489, 28961257
387621397,  27296537, 28961191
387621441,  27516757, 28961256
387621440,  27781765, 28961254
387621439,  27774083, 28961253
387621438,  27780136, 28961252
387621437,  27807498, 28961251
387621429,  28044949, 28961240
387621436,  26450009, 28961249
387621435,  28319654, 28961248
387621434,  27180517, 28961247
387621430,  27472716, 28961242
387621433,  27880005, 28961246
387621432,  28369470, 28961244
387621431,  28547977, 28961243
387621408,  27481112, 28961208
387621400,  27945980, 28961195
387621401,  28753230, 28961194
387621403,  27625463, 28961199
387621402,  28039485, 28961198
387621404,  27747794, 28961202
387621405,  28635669, 28961203
387621406,  27857395, 28961205
387621407,  28037110, 28961207
387621428,  28174092, 28961239
387621427,  27245944, 28961237
387621426,  28685038, 28961235
387621425,  28207501, 28961236
387621424,  23744126, 28961234
387621422,  25176070, 28961230
387621423,  27976580, 28961232
387621421,  27264832, 28961231
387621420,  27475456, 28961228
387621419,  28755483, 28961227
387621418,  26754215, 28961226
387621417,  27742337, 28961225
387621416,  27347839, 28961222
387621415,  28639720, 28961221
387621414,  28649916, 28961219
387621413,  28028719, 28961218
387621412,  27561595, 28961216
387621411,  28414225, 28961215
387621410,  26644447, 28961211
387621409,  27810139, 28961210
387621444,  27533446, 28961259
387621448,  28813754, 28961269
387621447,  26375960, 28961268
387621446,  28262073, 28961264
387621445,  27717871, 28961263
387621452,  28016403, 28961275
387621449,  28101605, 28961270
387621450,  28425803, 28961271
387621451,  28568935, 28961274
387621459,  27945384, 28961285
387621458,  28050737, 28961284
387621457,  27232195, 28961283
387621456,  28008011, 28961281
387621455,  27863431, 28961280
387621454,  28087521, 28961279
387621453,  27872499, 28961277
387621471,  28592376, 28961302
387621460,  27862819, 28961286
387621461,  26831895, 28961287
387621468,  28435520, 28961299
387621462,  27114234, 28961288
387621463,  28597175, 28961290
387621490,  27338374, 28961335
387621464,  28176256, 28961291
387621465,  28828029, 28961292
387621489,  27139697, 28961333
387621488,  28177600, 28961332
387621487,  28820885, 28961331
387621466,  28331394, 28961293
387621486,  28108828, 28961329
387621485,  28782707, 28961328
387621484,  27406585, 28961325
387621483,  28258634, 28961324
387621482,  27951093, 28961320
387621481,  27318713, 28961318
387621480,  26190026, 28961317
387621467,  28685796, 28961296
387621479,  27361067, 28961316
387621478,  28206048, 28961314
387621477,  28734957, 28961311
387621476,  28254294, 28961310
387621475,  28653406, 28961307
387621469,  27347945, 28961300
387621470,  28253993, 28961301
387621474,  28560184, 28961306
387621473,  27143248, 28961304
387621472,  28383691, 28961303
387621491,  27569833, 28961339
387621492,  27768850, 28961340
387621500,  27023767, 28961352
387621493,  27930474, 28961342
387621494,  25673359, 28961343
387621495,  26560852, 28961345
387621527,  27985873, 28961393
387621526,  27841061, 28961391
387621496,  26947213, 28961347
387621497,  26934148, 28961349
387621525,  26753019, 28961390
387621524,  26776313, 28961386
387621523,  28696665, 28961384
387621522,  27414674, 28961382
387621521,  27531970, 28961381
387621498,  26888659, 28961350
387621499,  27861830, 28961351
387621520,  24696280, 28961380
387621519,  28461774, 28961378
387621518,  27091089, 28961377
387621517,  27216646, 28961376
387621501,  26749946, 28961353
387621516,  27077562, 28961375
387621502,  25970717, 28961355
387621503,  28222149, 28961356
387621515,  27636673, 28961373
387621514,  27631714, 28961371
387621504,  26559456, 28961358
387621513,  27854269, 28961369
387621512,  26930184, 28961367
387621511,  28404448, 28961366
387621510,  26414366, 28961363
387621509,  26535811, 28961362
387621508,  27950481, 28961361
387621507,  27366071, 28961360
387621506,  27424843, 28961359
387621505,  26930068, 28961357
387621543,  27483922, 28961415
387621528,  27503599, 28961395
387621529,  28202318, 28961397
387621530,  28091402, 28961398
387621531,  27328491, 28961400
387621532,  27490175, 28961401
387621533,  26071219, 28961403
387621534,  28513721, 28961404
387621535,  27887393, 28961405
387621536,  27658672, 28961406
387621537,  27840096, 28961407
387621538,  27745241, 28961408
387621539,  27901966, 28961409
387229433,  28420815, 27280302
387621549,  27424475, 28961421
387621540,  27707345, 28961411
387621548,  27438619, 28961419
387621547,  27348851, 28961420
387621541,  27842475, 28961412
387621542,  27701778, 28961414
387621546,  27427608, 28961418
387621545,  27661522, 28961417
387621544,  27604457, 28961416
387622409,  28302888, 28962771
387622408,  27820102, 28962769
387622407,  27866344, 28962767
387622406,  28202086, 28962766
387622405,  27964061, 28962765
387622404,  26744994, 28962762
387622403,  27808496, 28962759
387622402,  27160003, 28962758
387622401,  27305445, 28962755
387622400,  27779967, 28962756
387622399,  26863202, 28962754
387622398,  28214820, 28962753
387622397,  27372398, 28962752
387622396,  27698791, 28962751
387622395,  26692495, 28962749
387622394,  26151789, 28962747
387622393,  28706924, 28962746
387622392,  27066679, 28962743
387622391,  27254071, 28962741
387622390,  27285397, 28962740
387622410,  26078559, 28962773
387622412,  27796120, 28962776
387622411,  27970963, 28962775
387622416,  27591378, 28962782
387622415,  27739269, 28962781
387622414,  27518805, 28962778
387622413,  27787280, 28962777
387622417,  27868066, 28962784
387622418,  27817415, 28962785
387622419,  27653396, 28962788
387622420,  26907566, 28962789
387622421,  27649170, 28962790
387622422,  28410701, 28962794
387622450,  28083426, 28962834
387622449,  28246769, 28962833
387622448,  28122635, 28962832
387622447,  28241873, 28962830
387622446,  25880789, 28962828
387622445,  28080939, 28962827
387622444,  28028211, 28962826
387622443,  27838835, 28962825
387622442,  27959463, 28962822
387622441,  25440549, 28962821
387622440,  27930512, 28962820
387622439,  28052429, 28962817
387622438,  27995325, 28962816
387622437,  28820258, 28962815
387622436,  27760131, 28962814
387622435,  28027991, 28962813
387622434,  25481339, 28962809
387622433,  27920292, 28962808
387622423,  27936757, 28962793
387622432,  27786169, 28962806
387622431,  28173546, 28962804
387622430,  27723942, 28962802
387622429,  28193258, 28962801
387622428,  27058112, 28962800
387622424,  27795947, 28962795
387622427,  27658178, 28962799
387622426,  27658738, 28962797
387622425,  27272698, 28962796
387622451,  27908014, 28962835
387622457,  28151920, 28962842
387622452,  28274019, 28962836
387622467,  27446021, 28962856
387622453,  28081714, 28962837
387622466,  25148625, 28962855
387622465,  24370216, 28962854
387622464,  28279210, 28962852
387622454,  27935113, 28962838
387622455,  28311268, 28962840
387622463,  27444411, 28962851
387622462,  28387418, 28962849
387622461,  28287349, 28962848
387622460,  28080531, 28962846
387622459,  27595101, 28962847
387622458,  26824758, 28962843
387622456,  27454369, 28962841
387622477,  28160047, 28962877
387622468,  27248482, 28962860
387622469,  25385827, 28962861
387622470,  26490655, 28962864
387622488,  25574987, 28962890
387622487,  28715532, 28962889
387622471,  28138603, 28962866
387622486,  26902919, 28962888
387622485,  28515832, 28962887
387622484,  28171785, 28962886
387622472,  26812388, 28962867
387622473,  27851415, 28962868
387622483,  28470927, 28962885
387622482,  28706580, 28962883
387622481,  28837172, 28962882
387622474,  27843236, 28962869
387622475,  28418542, 28962871
387622480,  28783866, 28962880
387622479,  27358128, 28962878
387622478,  26417466, 28962876
387622476,  26328766, 28962873
387622489,  28170040, 28962891
387622492,  27227102, 28962895
387622510,  28540392, 28962923
387622490,  27197075, 28962892
387622491,  27926472, 28962894
387622493,  27570089, 28962896
387622494,  27921433, 28962898
387622495,  27675883, 28962899
387622496,  27890491, 28962902
387622497,  28741030, 28962903
387622498,  27322428, 28962905
387622499,  26468971, 28962906
387622500,  26712425, 28962907
387622501,  28437376, 28962908
387622524,  28787959, 28962943
387622502,  28464809, 28962912
387622503,  28435397, 28962913
387622523,  28840609, 28962942
387622522,  28329536, 28962941
387622521,  28330319, 28962939
387622508,  27760351, 28962920
387622520,  28329493, 28962940
387622519,  28112863, 28962937
387622504,  27351994, 28962914
387622505,  28289380, 28962916
387622506,  27310125, 28962917
387622507,  28421480, 28962918
387622518,  27867027, 28962936
387622517,  28012240, 28962935
387622516,  27315477, 28962934
387622515,  26526197, 28962933
387622514,  28362529, 28962931
387622513,  27840869, 28962930
387622509,  27501517, 28962921
387622512,  27642858, 28962926
387622511,  28542108, 28962924
387622544,  27519917, 28962975
387622525,  28467966, 28962944
387622526,  28785870, 28962945
387622530,  28688505, 28962952
387622532,  28039963, 28962955
387450397,  28745072, 28963095
387622527,  27412349, 28962946
387622528,  27283481, 28962948
387622549,  28826577, 28962981
387622529,  28474159, 28962949
387622531,  28828980, 28962954
387622533,  28840736, 28962956
387622534,  28654722, 28962958
387622535,  28663338, 28962961
387622536,  28173533, 28962962
387622543,  28017675, 28962974
387622537,  28767933, 28962964
387622548,  28551701, 28962980
387622538,  28778241, 28962965
387622539,  28506225, 28962967
387622540,  28828644, 28962968
387622547,  27090722, 28962979
387622541,  27585348, 28962969
387622546,  26739390, 28962978
387622545,  26532140, 28962977
387622542,  24987381, 28962972
387452413,  28748661, 27997757
387452452,  28748725, 28963619
387362407,  28623743, 28963949
387362478,  28648777, 27162144
387362469,  28623854, 28963992
387097393,  28214883, 26141276
387097408,  28214903, 26900943
387452413,  27997757, 28748661
387097431,  28214949, 27984097
387097448,  28214979, 27828111
387097417,  28214917, 26731152
387097445,  28214972, 28016596
386100305,  26812970, 28964107
387097455,  28214990, 28964144
387097460,  28214996, 28964202
387097464,  28215009, 28964211
387097433,  28214952, 27808221
387097462,  28215007, 28964270
387097443,  28214968, 27872288
387362522,  26509870, 26509451
387362412,  28623754, 28964321
387362526,  28623938, 28964353
387452494,  28748802, 28964365
387362548,  28623968, 28964383
387156399,  28319835, 28964529
387362532,  28623946, 28964484
387156406,  28319838, 24887894
387156407,  28319839, 28116373
387156405,  28319837, 28140970
387156415,  28319840, 28104451
387156431,  28319841, 28123423
387156444,  28319846, 28137304
387156451,  28319849, 28025401
387156458,  28319851, 28141446
387156459,  28319852, 28964827
387156468,  28319855, 27857205
386100348,  26813006, 28964845
387156452,  28319850, 28143820
387452440,  28748701, 28964899
387156461,  28319853, 28077290
387156435,  28319843, 28137991
387156439,  28319845, 28024760
386100371,  26813031, 28965008
386100380,  26813043, 23111063
386100399,  23015355, 28965200
387239457,  28494431, 26239479
385986407,  26324287, 28965754
387450418,  28745109, 25192899
386100401,  26813068, 23019232
386100406,  26813069, 28965972
387156436,  28319844, 28144627
385986424,  26243762, 28966242
385986421,  28952698, 28966169
386100427,  26813092, 28966512
387452522,  28748865, 28966448
385986428,  25888128, 28966347
387451423,  28746998, 28966567
387117393,  28262331, 28012913
387458490,  28759485, 28966795
387458531,  28759565, 28966813
387452514,  28748843, 28966890
387117404,  28262348, 28022467
387117409,  28262356, 28072082
387117414,  28262362, 27820053
387166390,  28322352, 27836458
387117422,  28262375, 27931436
387117424,  28262381, 26579601
387166399,  28322353, 28101110
387117444,  28262415, 27902072
387117452,  28262423, 27900927
387117450,  28262421, 28012931
387117469,  28262454, 28967030
386100444,  26813105, 28967093
386100454,  26813110, 28967105
387117453,  28262422, 28967251
386100458,  26813114, 28967232
386100461,  26813117, 28967302
386100465,  26813124, 28967335
386100466,  26813125, 28967601
387451458,  28747054, 27497620
387103390,  28230077, 27645697
387103459,  28230221, 27929053
387103407,  28230107, 27705617
387103465,  28230237, 28077414
387103427,  28230151, 27629710
387103428,  28230152, 28968331
387103435,  28230170, 27655960
387451401,  28746958, 28968872
385986502,  26314220, 28968870
385986516,  23376638, 28969184
385986531,  26076730, 28969886
385986529,  26239463, 28969828
387343395,  28589056, 28111873
387343405,  28589063, 28159647
387343439,  28589111, 28139868
387343446,  28589119, 27971649
387343434,  28589105, 28103889
387343409,  28589073, 28151351
387343469,  28589149, 28132937
387367396,  28648783, 28970478
387343444,  28589118, 28158712
387343461,  28589137, 28970506
387367420,  28630154, 26636547
387343433,  28589104, 28140415
387343496,  28589197, 28134513
387343477,  28589159, 28102773
387343498,  28589198, 28093016
387343491,  28589191, 28970601
387343465,  28589141, 28970613
387367410,  28630142, 28970644
387367478,  28630218, 28970645
387343443,  28589115, 28159044
387343483,  28589180, 28970635
387367498,  28630233, 27096714
387343531,  28589250, 27757623
387367432,  28630167, 28970910
387343521,  28589235, 27757384
387343533,  28589253, 28129382
387367518,  28630262, 26176996
387367540,  28630297, 26757377
387343408,  28589072, 28971042
387367541,  28630298, 26758132
387367465,  28630209, 28971127
387343521,  27757384, 28971192
387137443,  28300314, 28971610
387458534,  28759566, 25728203
387343546,  26010083, 28971794
387343493,  28589196, 28163385
387088391,  28194442, 28973157
387328411,  28556886, 28973154
387088412,  28194471, 24643622
387088419,  28194479, 26689653
387328458,  28556969, 28973240
387088452,  28194543, 27307307
387088433,  28194499, 28973304
387088441,  28194516, 28973320
387328415,  28556892, 28973331
387088437,  28194502, 28973346
387088405,  27953200, 28973337
387089406,  28196631, 25470423
387088428,  28194492, 28973451
387088414,  28194477, 28973449
387089422,  28196663, 28973530
387089424,  28196666, 28973632
387089430,  28196685, 28973714
387088464,  28194563, 23872816
387458439,  28759406, 28973744
387089444,  28196722, 28973808
387363394,  28625056, 28974656
387623391,          , 28974621
387089447,  28196727, 28974716
387363486,  28625161, 26957742
387089453,  28196741, 28974894
387157394,  28320013, 28097874
387623481,          , 28975074
387157391,  28120890, 28120765
387623482,          , 28975167
387157401,  28320015, 28107045
387458498,  28759499, 28975259
387157429,  28320022, 28122271
387157410,  28320019, 28113401
387157422,  28320021, 28122683
387157405,  28320016, 26918660
387157408,  28320018, 28105579
387623483,          , 28975421
387157460,  28320026, 28975698
387157407,  28320017, 28130703
387623496,          , 28975696
387623506,          , 28975876
387623509,          , 28975870
387623510,          , 28975934
387623481,  28975074, 28976028
387623511,          , 28976123
387623530,          , 28976310
387084393,  28182932, 28077521
387452519,  28748860, 28976657
387084430,  28183004, 28976686
387084450,  28183034, 27354592
387084431,  27835196, 28976726
387084447,  28183030, 28976706
387084410,  28182962, 28976862
387458499,  28759504, 28976861
387118414,  28264168, 27819287
387118439,  28264215, 27885739
387118424,  28264176, 27819561
387118412,  28264163, 28073338
387118442,  28264220, 27965735
387118432,  28264202, 28977118
387118450,  28264229, 27984218
387118440,  28264216, 28977194
387118454,  28264235, 26796306
387118413,  28264165, 27651387
387118434,  27965735, 28977252
387118465,  27757107, 28977240
387118464,  28264247, 27757141
387118435,  28264206, 28977261
387458471,  28759457, 27581253
387458520,  28759550, 28977595
387226396,  28414624, 28977917
387226406,  28414647, 28978022
387226411,  28414652, 28977996
387226427,  28414681, 28978121
387226437,  28414701, 28978128
387226438,  28414702, 28978182
387226393,  28414614, 28978151
387226442,  28414707, 28978278
387226422,  28414675, 28978335
387226449,  28414725, 28978340
387226451,  28414724, 28978400
387226443,  28414712, 28978368
387226454,  28414727, 28978352
387226468,  28414744, 28978491
387226444,  28414714, 28978449
387226440,  28414703, 28978401
387226403,  28414643, 28978509
387226446,  28414721, 28978532
387226435,  28414695, 28978580
387226445,  28414715, 28978911
387458469,  28759453, 28979098
387450415,  26607294, 28979081
387458463,  28759441, 28979479
387458415,  28759375, 28060128
387442411,  28725928, 28979901
387458452,  28759428, 28980564
387368407,  28631270, 28981334
387368428,  28631297, 28981367
387368390,  28631249, 28981445
387368467,  28631334, 28981384
387368520,  28631397, 28981909
387226455,  28414729, 28982096
387163390,  28321481, 28056567
387163392,  28321482, 28138081
387163398,  28321484, 28157342
387163421,  28321486, 28062373
387163393,  28321483, 28142859
387163413,  28321485, 28137571
387163430,  28321488, 28058980
387163455,  28321494, 28150089
387163414,  28494686, 28982470
387163438,  28321490, 28982505
387163447,  28321492, 28007252
387163440,  28321491, 28982522
387163448,  28321493, 28982599
387163433,  28321489, 28058984
387163425,  28321487, 28040811
387458508,  28759525, 28982747
387089409,  28196641, 26603320
387090404,  28198799, 28055704
387089397,  28196602, 28985069
387090396,  28198793, 28055800
387090416,  28198831, 27895332
387089457,  28196757, 27001158
387089468,  28196780, 28985095
387090436,  28198860, 27918132
387089464,  28196765, 28985143
387090413,  28198821, 28985263
387089469,  28196784, 26288909
387462407,  28765565, 28985730
387462450,  28765616, 27135638
387462459,  28765620, 28985876
387462456,  28765618, 28985990
387462439,  28765605, 28986028
387462479,  28765651, 28986076
387452478,  28748779, 28986228
387462530,  28765734, 26061140
387462517,  28765703, 26857019
387462534,  28765736, 28986359
387469427,  28777375, 28986385
387462521,  28765711, 28986395
385991303,  26628471, 28986432
387462509,  28765696, 26856412
387462536,  28765738, 28986424
385991308,  26628472, 28986613
387462539,  28765750, 28986738
386103027,  26816356, 28986732
386103030,  26816363, 28986764
386103035,  26816368, 28986977
387458403,  26359330, 28987095
386103041,  26816370, 28987050
386103060,  26816391, 28987207
386103062,  26816396, 28987207
386103056,  26816387, 28987469
387458481,  28759472, 28988001
387364415,  28648734, 28988762
387364422,  28626301, 26776749
387364438,  28626316, 27213445
385935252,  24431478, 28988744
387364436,  28626315, 28988885
387364453,  28648727, 28988981
387364461,  28626348, 28989115
387364467,  28626358, 28989152
387364493,  28626401, 28989384
387364549,  28626500, 28989566
387364506,  28626431, 28989636
387109397,  28243496, 27688559
387109395,  28243494, 27407583
387109394,  28243492, 27268185
387110397,  28245445, 27815637
387109415,  28243541, 27896690
387109408,  28243518, 27738858
387109424,  28243576, 26755903
387109409,  28243522, 27965075
387110425,  28245484, 27852084
387109419,  22502103, 28990569
387109436,  28243603, 28990563
387109453,  28243641, 28061920
387110427,  28245487, 27852332
387110426,  28245486, 27821089
387110423,  28245478, 27504771
387109446,  28243627, 27881559
387109461,  28243657, 27869340
387110453,  28245543, 28008078
387217392,  28397039, 28991508
387217424,  28397094, 28992129
387217415,  28397080, 28992163
387624453,          , 28992187
387217437,  28397115, 28992260
387217438,  28397116, 28992303
387217408,  28397068, 28992306
387217439,  28397118, 28992304
387217431,  28397107, 28992397
387217433,  28397106, 28992416
387217456,  28397139, 28992457
387217454,  28397138, 28992500
387624471,          , 28992492
387624472,          , 28992470
387217407,  28397063, 28992708
387217416,  28397078, 28992641
387624507,          , 28993045
387624526,          , 28993423
387217441,  28397123, 28994010
387227391,  28417074, 28994754
387227392,  28417076, 28994891
387227398,  28417091, 28994972
387227415,  28417110, 28994950
387227397,  28417090, 28994926
387227410,  28417105, 28994995
387227417,  28417117, 28995016
386103151,  26816506, 28995116
387227401,  28417095, 28995269
387467420,  28774495, 26046361
386103157,  26816513, 28995536
386103156,  26816512, 28995336
387467403,  28774464, 28995605
387467475,  28774574, 25846565
386103165,  26816520, 28995627
387467429,  28807357, 28995653
387467506,  28774597, 28995669
387467527,  28774632, 26569187
386103166,  26816522, 28995737
387467450,  28774541, 26048938
387467531,  26569187, 26569089
387467540,  28774645, 28995871
386103167,  26816524, 28995866
387467498,  28774590, 28996148
386103181,  26816543, 28996300
387467518,  28774619, 28996322
386103182,  26816544, 28996452
386103174,  26816532, 28996499
386103183,  26816545, 28996604
387370396,  28633847, 28996717
387370405,  28633858, 26679646
386103184,  26816546, 28996791
387370506,  28633970, 28996902
387370420,  28633874, 28996908
387185436,  28327083, 28997105
387451440,  28747025, 28997136
386103197,  26816556, 28997247
387452398,  28807433, 28997605
387223396,  28408840, 25640491
387223392,  28408834, 25584865
387223433,  28408925, 28998011
387223418,  28408897, 28998016
387223430,  28408915, 28998071
387223455,  28408971, 28998090
